customer_id,umur,penghasilan_juta,spending_score,segment_label
0551abd0-707d-434c-816b-3adc223ed91c,22,2.37,1.48,low
de6f924c-d310-4c1c-b974-5bfe1f37122a,38,6.23,5.52,middle
2faad31f-abdc-4076-b3a7-8f3ae08384c5,42,21.5,9.5,high
7dfedf58-2873-474e-a10e-1eb7cfb9e570,27,7.78,6.97,middle
cd92982b-a79b-4471-8609-153246c4dcab,25,8.22,4.31,middle
60c8a5a1-b26e-4ecb-b041-74d37ac9dec3,43,8.0,5.62,middle
1aa86488-d132-4fa1-9db9-f89b6d34c1ad,48,17.92,8.22,high
8ee44305-39b6-47f3-a14b-5c147fe6a90c,30,10.61,6.47,middle
234da032-c110-4870-8242-24de9f6a9ad5,64,19.15,8.31,high
48a5a83c-f2a1-4b7c-9c9d-34f020e57c79,21,2.81,2.6,low
e7e86476-1ec7-4e2b-884a-ed3d16c413a3,24,4.11,3.98,low
63ff26f3-0d63-4865-9093-4e88b5b2fb40,23,3.84,1.31,low
f1c79e39-918f-44fd-8de4-6afed9dbd38d,38,22.02,7.58,high
3ab86c20-5485-467a-838b-efbe5df25171,36,10.09,7.28,middle
f6f51dbe-e79a-4f06-b321-d8778adcafce,21,1.81,2.02,low
707026fd-a4be-4bfa-881f-ef262a78f313,27,1.96,4.04,low
4242328b-f7b2-4eff-ad9b-e18982a4964d,20,4.35,3.51,low
04b49bc1-61de-4e0d-9b9d-4ce9ee69be1e,43,10.32,5.8,middle
b88a3a8c-4dcb-48a3-b8c9-e9758ea66f82,55,23.8,8.87,high
7ac24eca-2ded-4c60-b5d9-f284799843e5,45,15.57,7.2,high
d91f4d01-703e-4543-9bd3-b8ccafe56f68,45,7.12,5.1,middle
5d4e440e-1d33-442b-af65-a0c23bafddf5,23,3.02,2.24,low
3e935439-db5d-4a23-a451-3cddc8666acb,26,5.4,7.33,middle
1503f516-77ba-429b-bddb-fc48c4ad963a,28,4.09,4.42,low
8198fdf0-3cd6-459f-8551-5dd06fd42f0d,54,21.62,8.39,high
87b1b04c-6289-4492-9604-112949549b03,65,26.46,9.69,high
c2d6705a-e091-4a08-b084-5e9cefb9554f,43,9.56,5.29,middle
57be79f2-f261-4420-b8d7-35e6c80450cd,41,6.06,4.25,middle
41b5cc3c-b7ac-4f4e-89f9-c806ba7fcdf4,23,4.45,1.34,low
9691da3b-3a55-4bb1-8cad-1490a4b3f788,40,13.67,9.12,high
15bb999b-5042-4313-870c-08957afdba2a,41,8.66,4.63,middle
f0680921-b9df-4f8a-82ac-a260980997a0,34,7.71,7.1,middle
c67fd6f0-7f27-437d-a056-bb2c0f8a85ac,54,13.89,8.89,high
31e21438-eb5d-479a-920c-b8cd9830ab05,27,7.31,6.23,middle
de4ce689-9279-4b34-92b4-05ed4e3061bb,34,6.76,7.41,middle
b5b6ce5f-70a7-4f7e-9dbb-2aa393f2dcd2,62,15.56,7.24,high
6c5390ad-36ba-46cb-b1a1-a688b680ea5c,39,28.58,7.93,high
ea91f4a7-c2e7-4878-aa62-fabe86e86b81,57,24.26,7.39,high
322d29e6-24d8-4e9d-a1de-b40b61707cc6,65,14.44,8.68,high
aafd4058-d5ab-44c9-928b-534e87e9ba91,60,18.58,7.38,high
27fd2b04-d8d6-4d96-9a5d-fa5eccf660e5,61,29.1,9.99,high
24eb01ed-2d91-425c-9974-825941b3b780,37,23.98,8.27,high
140e881f-e6d0-4aff-9ab6-b3a7428a974d,25,7.54,4.72,middle
1205e2ba-14a9-4f91-bec6-ad8981c0d208,23,4.34,2.95,low
acf781f0-9d9c-4351-8140-c2913d89242b,20,1.96,2.18,low
3cd0566a-775f-4463-a17d-d70cd02a695f,26,3.81,4.34,low
02df3666-7c3a-4cb3-b28a-842aa827a5a6,36,24.25,9.63,high
89354e5c-ad67-4f85-9e01-af6f06cd01e4,39,23.15,7.46,high
aca5d296-c371-455e-a080-28b6e0e75bea,27,3.93,1.66,low
af6737d3-e848-46ea-b32f-59ef7f09b9d5,26,7.88,6.71,middle
0c8e0b76-8482-41cb-b602-eba72b4de89b,25,3.33,4.01,low
f8e84eb5-dff8-4f43-ab26-50dac8e67852,32,8.74,5.24,middle
2b23af0d-db10-4070-9cb0-64e506bb9c45,31,7.57,7.79,middle
98ec3a2e-d06d-4d60-9980-0abc2f32bfb1,39,10.39,7.11,middle
29a39739-9875-457d-8c46-59262e8cfe2b,51,20.12,7.49,high
03dc0700-81f6-4f39-a1aa-8a333346b993,27,1.92,2.0,low
3ab3a8c1-f826-40a8-9c88-0f1e71919f93,50,27.86,8.66,high
eacda91d-9658-4e04-b2cb-5307c8a8bf40,26,4.05,2.14,low
e4770364-a614-4343-bac9-9842c4ea41ab,22,2.85,3.05,low
be331980-820d-4422-be84-472934a86393,27,11.62,4.89,middle
b501b61c-1b75-458f-b6d9-d4d4848b419c,36,11.51,5.66,middle
52803075-cf1a-42dd-9217-58c215956b13,41,7.62,5.54,middle
0ebe492b-9fad-438f-93cb-7f189e16fee9,23,2.17,2.27,low
8a1cb2c8-1c36-4a96-a467-9cc1df934613,28,2.51,1.58,low
f589ecc0-1ceb-4184-b4ed-b3a33efd1de5,22,4.25,2.89,low
2c7160a4-0fc5-4b98-a56d-37ba9c40f098,25,2.85,1.02,low
803b65c2-3877-4587-a73d-873c76802b2b,18,2.27,4.34,low
35c70a21-dace-474e-807e-d13143498cc5,65,25.36,8.58,high
cc4e44de-2fd5-4609-894f-2b2977b1cd48,22,2.21,1.49,low
40d93366-b959-40d0-a99d-3ae751fdfe61,24,3.42,3.49,low
2587293f-84de-4b67-a6de-bf95a997ceac,19,4.01,3.0,low
01421366-5e25-458a-9023-c9c589f31fca,35,23.74,8.73,high
dc0457a1-0045-4e9a-b0f8-72536d2992d1,39,17.95,7.0,high
691d1fb9-25fd-4940-b2a8-c7844338e2ae,32,8.99,4.75,middle
740cd497-4389-4627-9767-267e5429edc4,37,21.9,8.08,high
e0d8a738-a888-48c7-965b-55606ab40548,52,21.62,9.96,high
7b0e2ef5-debb-430a-bf29-58735c4f581b,35,19.64,8.41,high
159c1863-c194-4bde-b992-bd1c290e9e35,47,29.68,7.76,high
f7c80d35-3cb3-4a9e-b0e6-ee12985014f4,23,3.87,2.38,low
903fa9bf-2553-4045-800d-a1e5ec069574,56,23.68,9.31,high
d2f8dd96-f4b1-4385-9ae3-47721e775992,59,18.65,7.13,high
8f492698-0cf0-4afd-87a5-68759e270869,45,26.83,7.53,high
a8c173d9-1d17-4b49-bde9-81aee45ef18e,49,29.67,8.44,high
9bd105a4-8b9f-46a3-a264-69266c850a76,20,1.69,4.1,low
1c79fcb8-e51f-4c49-85ac-22058ec29df7,26,7.05,4.18,middle
f35a5619-b09b-43ed-b60c-5bbcff11eadf,18,2.45,2.24,low
69d97304-23bf-401b-a88e-4f2839bb4ec7,42,8.31,4.15,middle
1cc6caa5-faa0-4cd9-982d-5d836d7aea70,41,17.86,9.59,high
7aed22e6-5fee-4784-8aee-a040d1d15bec,28,2.5,1.5,low
118e4372-245c-4f85-b6c3-a510d3c4da6c,38,11.23,6.97,middle
9fe50a82-65ff-4564-aa2f-b8a5282a7540,35,11.82,5.98,middle
dd237a83-7cbd-4565-a69c-07211ef78fce,36,11.47,6.08,middle
fec116fd-9cd4-4c58-9800-c73af691e80e,24,1.74,3.41,low
b96014eb-af98-4612-8563-d173af1a5ef3,26,2.38,1.41,low
b9bb5993-9633-47e9-9dd0-eaedccd3b71b,34,7.15,6.41,middle
44f88ac9-6143-4594-afda-283da56db96d,30,9.83,5.41,middle
4f5df42a-a0b5-47b2-a914-a69b9c904631,23,3.34,2.74,low
c0f78069-61c0-4b0d-88e0-0772a7a9e39f,60,29.11,7.23,high
301271b4-1e0f-4044-ba02-0cde563d0927,47,19.18,9.4,high
f6b6047f-7685-432e-a6a5-056216429f9e,40,29.2,7.43,high
d2287a45-550d-4d24-ab92-f91e2bd33ce2,56,26.28,7.1,high
b9eaec23-0ebb-4a29-bc31-1bc2e9b8d73b,21,3.84,2.47,low
48cc3cb4-e2da-4a95-92c8-57fbe36fc87d,43,5.23,4.61,middle
32448a7e-11dc-444d-a8f7-c71ae1ede2aa,36,7.6,7.05,middle
b9a4663a-75e1-49fa-b93d-0bcbf240f66e,39,22.0,8.19,high
6a3ef9d5-5c70-4746-8585-2b6cfc061e6f,43,17.24,7.34,high
847e4f3f-b38f-4b49-89d4-c6866290803d,40,21.48,8.16,high
0ee311b8-37dd-4abf-bede-6c610839517c,38,17.45,7.78,high
19d09f1d-7395-4ea6-a01a-e43e4580ffca,31,11.97,5.14,middle
a03cbbe6-d3fe-4b68-aca9-7ad0ab290bb6,31,5.86,7.41,middle
2d8902f3-0fd8-454e-8461-381bf6745341,30,11.29,5.78,middle
9bec5c19-6fb2-4da5-b74d-45e4a51504d7,28,4.4,4.95,low
2b88623e-0300-4f1b-9c66-910e9e5f447c,46,25.06,8.65,high
28313094-e585-4377-acb6-3c9749a2f94e,34,10.96,6.85,middle
625a29ff-e6c4-42e9-b92c-1039f4350a2f,55,15.96,8.08,high
b9a02f43-c20d-46e0-a8ba-be9185c80c2f,19,4.46,4.17,low
dabfa331-e8bc-4b5e-93f1-b414a73a3b7d,25,1.58,3.22,low
51320942-7870-449c-ad31-3c896e4f8f3d,39,10.63,6.21,middle
e0c1a840-c68f-482d-bf31-4aa8b39c11fc,63,14.47,7.93,high
b7b0accb-7334-4790-9210-641be45a2d1f,58,21.14,8.23,high
827d7591-1440-41a3-818c-5d7ea0004fd4,43,5.52,7.89,middle
ae36d473-aa8b-4371-8c69-6b391d382974,37,20.65,9.04,high
361dd63d-8d4b-434e-af38-9c44fc31dec4,29,11.15,7.12,middle
905ea2b2-a0d2-4ba9-b4b2-4cf54d6eca39,53,16.09,9.9,high
5db950b5-ddb0-4a77-91b0-49d644640d84,41,11.37,4.22,middle
305b2c25-8a4b-4d17-bdd6-491c25f8de75,26,1.96,1.66,low
c87f1f35-a834-4b2a-a617-1b6690979042,32,7.42,7.76,middle
2d43cecd-1f04-4f65-91b8-64d2f2dccf7f,27,6.75,6.54,middle
d64bd477-0516-48e0-9339-96d60c96a68b,43,15.13,7.91,high
c0d99aa0-253e-4ace-aaf1-6c49c343d154,37,21.54,7.51,high
8743427f-4511-44c8-a5ef-bac1c41d6e7b,39,15.91,8.87,high
fc2c7f8a-5b52-4b51-adda-ff6613ff6c96,45,27.32,8.69,high
970d02a2-beee-4103-8833-82ab76de909a,19,1.64,3.57,low
60f4b0fd-9012-43ff-8030-9f73a6c5ac7f,43,24.07,9.3,high
8139fdfc-c31d-45ec-a51c-e7b9719a1989,44,9.47,5.99,middle
5e0e55d5-d57b-4f78-a38c-a85e28c064b0,52,17.92,9.87,high
3ad651f2-8367-4e69-ad60-869b5b767eaf,32,10.63,6.74,middle
97273b21-57f7-4e5d-993a-64e45a08c2a4,39,5.51,4.24,middle
6f33aeac-2231-4e69-a008-925634de0d03,38,8.39,4.82,middle
79f48634-bf7c-47d4-89c1-a9a8a7732809,39,18.31,9.16,high
f0e4ef34-d0cf-48d1-9484-a436faf302d8,62,18.87,8.2,high
5f6aaddb-13e0-4a3d-b7ef-4b2cdc31bc64,41,8.93,5.28,middle
3805165f-a004-4efc-bb97-bff87b671378,28,6.87,4.99,middle
80536ac9-8c48-4aa4-a92f-9c6322cb352c,18,2.37,2.54,low
e18b3e6a-98f0-49bf-be83-e0fdb6184a34,48,17.22,9.6,high
20c69ac1-c5bd-45e9-b9ac-1d0dcc00e4e7,23,4.3,3.88,low
f8514375-b0c9-4ead-9050-6aaa57ee93b0,20,2.99,3.06,low
5e8a3c8d-f70e-4662-a39b-4464593698d8,34,8.48,4.36,middle
4f83b657-00c8-4f15-bf05-b74da38a9f45,41,8.2,4.96,middle
f1528fd4-c5b5-4d4c-927d-e1f080c6b249,46,13.83,7.84,high
5d375824-1baf-4a35-ad0f-c277e8dcdae0,63,27.33,9.02,high
213fa5a4-68bb-4d96-abc0-222a65cd8506,42,5.06,4.43,middle
3f9ff1e4-9d5b-4726-b2fe-1bf24b1125fd,22,3.68,4.06,low
75449c97-42f4-43b2-8e04-062a95031d2b,26,7.8,6.28,middle
9427d625-bf94-4fd9-aee2-0c855f4ab17d,23,3.16,1.29,low
6489af25-c059-41cf-812f-94bfebaa0510,49,25.99,7.84,high
59a9f34f-c392-483d-885a-7ab93f7c429e,56,23.39,7.39,high
f2e5c397-6245-443c-b4a3-5d23f4c74993,24,2.62,4.95,low
b961c578-9d3f-4165-9d7f-fbd83c2696ee,65,19.22,7.43,high
a5f1d1a0-77da-4aa2-973d-1dc5e565b923,51,19.82,7.12,high
410006c6-7476-4f95-8569-d72285589f60,20,3.64,4.22,low
c69e45b9-6686-4bfb-81cd-7c905067a53c,49,15.53,9.68,high
e07133f6-bb32-4407-a6cd-28165cd16aca,23,4.29,2.27,low
c1e08904-db29-45b4-889b-d4c32f37a1d4,44,10.18,5.2,middle
6c758ade-9f47-49e1-a6ed-1aa0dca19210,41,10.8,6.13,middle
0f98f85a-f1b5-4d4e-8a6f-c37bbf3907dd,53,18.1,9.45,high
391c028d-d974-4f3b-99c4-1ce276f0a758,35,9.72,7.92,middle
44bb47c8-05fd-46e8-9d79-e471ac83b675,44,26.54,9.18,high
752f7ce6-cd30-4dc3-9f0f-390c89c41f45,55,13.45,8.42,high
896526ca-c32a-4d98-a799-ee19db83d710,60,29.52,8.74,high
dd1a3de2-ca13-48dd-b267-80b65073fc39,18,3.25,1.68,low
af14b1a3-5b40-4289-b12e-4339c98192c2,58,23.54,9.52,high
7617acf4-835d-4431-af9f-35846a3bafcf,28,2.23,3.29,low
fedea5cc-01fe-4197-a218-8b0399f3ef5a,38,16.24,8.32,high
90b5a27e-2019-4396-b533-4e645b34b36b,29,7.89,4.82,middle
1e0b60ca-6ce3-4abc-ba15-d8462e0408d5,59,23.4,8.41,high
4b2ad911-1573-4d11-903f-a7bd895f81d4,58,14.06,7.41,high
5f7af444-c257-4975-84bf-a0a65fd73eec,26,2.48,3.65,low
cdc4b038-af5f-49ee-abb5-9d0da5f676b3,47,18.33,7.52,high
78b0e132-6c61-4d09-9b01-14264cbfddf3,45,22.29,9.03,high
9ea12a1e-b7dd-4019-8ff4-68fc75ae3eb9,56,23.94,9.08,high
e5818432-14e6-477b-9545-b71bbc1595a2,50,16.27,7.74,high
8a2b43c2-755e-419a-a332-275f2fa1599f,44,16.82,9.92,high
cf03497d-fe27-41ed-af8d-17d17892fdee,34,9.93,6.76,middle
df44542d-d5bf-4a9a-93f3-0c4a717a9dde,35,8.36,6.24,middle
c9a7d1ae-cbcb-4c51-8bb2-5d9287037cc5,43,17.89,8.72,high
48d62851-e914-46a0-addf-cbb7ffa7dd7e,47,28.23,8.18,high
5bd32c3a-422b-4578-99dc-5b0c90f9de21,29,7.03,5.15,middle
9af48d54-bff2-450a-b65e-73480f4df21f,37,18.89,8.33,high
61075c1d-147e-4e5e-8acc-4ea4bec915fb,40,6.5,7.31,middle
b0905c5c-5331-4548-95f3-a09bc26ae745,42,9.87,4.55,middle
641abc31-261e-492c-a624-2d8045fdf56e,58,22.98,7.73,high
64dbadd0-cca1-48e2-bf85-c935a04655dc,63,22.03,8.91,high
b1dcee9c-1efc-4f39-acbe-19bf283f3b16,19,2.74,3.87,low
37cf6dfb-d0b7-447a-8c7c-4ee37e7a160a,28,3.81,1.02,low
3da45350-2e36-425e-ba0c-d877567ba075,64,15.68,8.96,high
93246712-12f1-4401-b3fd-a1e5d9f55381,40,9.55,7.02,middle
80b5b172-af7e-4979-9296-ed92ff8008bc,35,7.0,4.24,middle
86249c5d-0a5d-4e51-89c8-4dd23e5c7b45,28,3.22,3.14,low
5a1dcefd-93fc-4635-82a1-1a8120c71979,62,28.92,9.74,high
658a253a-97a3-4b13-83eb-bed78b001081,24,4.15,1.7,low
9147a8e8-53bc-4bc8-ad47-0041d8ccbf4e,24,3.86,1.75,low
49d521d5-5c92-4fb5-9c35-4f15507b6b3c,65,27.83,7.87,high
2026b6fc-66c5-4698-b8f7-3bcc158c5b23,18,2.4,3.41,low
eeecaf9e-1910-493d-bcee-bedb7139b84e,34,8.18,6.57,middle
adc78d64-cffa-48cc-965d-2d855d035c5e,50,28.12,7.4,high
b9f20617-ff82-4d0a-8e2c-9f1f290240b5,49,17.64,9.43,high
66c5c6b8-42a5-430e-b254-d9554a5ada6b,30,10.12,6.59,middle
a1aaad64-4427-4f40-a799-b54d6ea85ad4,40,13.24,8.01,high
54dae2d0-df69-47da-a2b4-7de94e012fa3,43,9.72,4.77,middle
4f9e6a20-4823-4926-9561-12ae347fed26,62,23.86,8.22,high
6b2fb90a-843b-4950-87ec-1765ef1cb4df,41,7.3,5.6,middle
4dd59548-84f6-4805-864f-5213f3f3545f,20,4.45,2.91,low
b299b145-0a9e-47d5-876f-ed0260809215,18,2.28,1.94,low
52d36306-addf-406c-b92c-0605a9d3ad07,35,7.11,6.89,middle
1252cc78-e9f9-4b58-8331-84f64717c906,22,3.46,3.77,low
6152d990-e9c1-4f4b-b1b3-63586b2b86f1,28,1.85,2.23,low
5c4846c8-ba6d-4f37-9e88-4c2e92a95d31,41,11.46,7.55,middle
d5e5adbc-476a-4186-a259-f9fe085d4ec8,28,9.47,7.76,middle
149ae7db-5791-42a0-a040-759fd4628a51,44,6.55,7.83,middle
2589a79e-67fb-459a-96a1-c8098964e2b9,29,8.18,7.96,middle
9b191550-f8f4-436b-b308-c3cfd879ba35,38,9.91,7.65,middle
7ebc9bc9-5ebb-4abd-b8c7-2b16f920f158,60,24.29,7.66,high
29c5833f-e2e4-4692-b831-9f9de795cf28,28,3.76,4.49,low
6845d7aa-68ba-4327-8db7-aa4d00101316,26,2.84,3.82,low
8fd02020-9fd0-46b8-a850-47114e6e785d,27,1.84,4.32,low
41eade4d-9d63-4664-9be3-f282fb8967c5,41,22.74,7.45,high
71c4e997-15e9-4e8c-8cfe-b5ee8e72f55c,41,8.09,6.72,middle
9997f214-74a1-4a57-9228-c75673cea8be,53,21.31,9.7,high
37a40928-827b-4bd9-95e6-b440f02feb36,26,8.17,6.05,middle
68d23c69-60d7-4384-ac03-70ca5edd8168,43,5.4,5.85,middle
23b1ec3c-d0ba-4c7a-ba4c-a53166f3ef6f,25,7.77,7.27,middle
503de037-aa49-4841-b180-03ff4cb52272,41,22.83,7.14,high
57c71d98-db78-47ce-a670-7d852b5a9cd8,27,8.79,4.24,middle
53422164-9e68-48ea-8275-126d3c24cf55,25,1.6,2.64,low
bad8bbe4-f34d-4542-b8df-998fec7df0c5,28,4.43,3.58,low
c80ffe21-bdf6-4cf7-a694-55e9e390ca67,36,11.95,5.53,middle
5ba4cc42-18da-4cec-8897-db6baf01b10f,37,5.56,7.86,middle
0e2179dd-8dd3-4a92-a559-295b9e31bae5,39,24.11,8.04,high
929f7cc7-cf50-427d-bb10-412bf4e2bafd,26,2.68,1.51,low
8101fac4-80e3-4b9f-a441-bc736f1a77c3,18,3.77,4.91,low
1e6ef28a-701a-4b5d-8987-0ff8042fd22b,42,7.97,5.52,middle
1c7c01d6-9a15-4d7b-9cbb-00f7bda2ff1a,21,2.88,1.62,low
bca8d3b0-0aa5-4e4e-a6e7-2d6d04e30c3c,19,1.6,3.64,low
bdb0acae-0f25-4720-a339-60c368f0efb3,59,28.92,9.67,high
20998803-1d20-4e20-b490-801bf232634a,21,1.7,3.38,low
2b78f0b1-a53c-4227-83e8-243f3f32bb4c,44,9.7,7.49,middle
e5628a55-0864-410d-8aaa-0bc2b6cea697,18,2.71,1.94,low
31d9f328-95f6-40e5-abf0-4be871501c40,18,1.92,4.97,low
9daffda5-3705-48be-a47a-f92e9edc39b6,27,2.46,3.39,low
473e0889-0cb4-4778-a5e3-ecc57e40078c,61,18.45,7.91,high
1ca93242-b8f4-4e0e-b512-77b8ace6faa9,28,3.06,2.65,low
910e99c5-1280-436e-a1ac-4efebdd9ba6d,26,8.9,6.37,middle
87a4b0e1-586d-4da3-9104-8002165227e2,64,15.98,9.04,high
e79e01b2-b31a-4f41-8788-8167c452cc8c,50,13.8,8.03,high
977c7f55-c989-47df-9ae3-39b0536f2097,56,19.48,8.57,high
cef30217-47ed-4a6f-ab39-8df78233fa91,48,19.94,7.9,high
32ba5400-b4d3-4400-8bb2-d45d5e1def04,26,2.92,4.4,low
3a9b88ac-fb42-44ea-a039-26f82323723c,29,10.64,7.66,middle
ca74e16b-6429-4554-a497-58609432170e,48,29.45,8.67,high
6dfbf649-26b2-47b0-9a6d-33738bcf3989,24,2.23,1.81,low
02dad6ed-eb0f-4bcb-9cdb-f1ab5d3f3ae9,37,28.68,9.54,high
1542ba9c-e362-41dd-8662-4cb6757c9ebd,26,3.67,1.76,low
a2d8bf9e-5294-4087-a2db-c4b1a4a6f1d6,37,9.72,6.41,middle
58399ace-e888-4496-9490-b22b86784b0b,21,3.91,3.35,low
1c8bec26-cbbc-4655-9d2f-4b098c3e8690,52,16.69,7.63,high
d8832450-cdaf-414c-8f81-7cbca949761e,34,11.7,4.06,middle
2e54b8f1-6a95-43da-9aed-e3b8761776e1,19,3.74,4.02,low
164e846a-7ec4-4d1e-9772-93e6fe225fdd,27,3.61,2.59,low
b3da75d2-45fb-4e0f-98f4-c2c7be7fd60b,26,2.46,2.13,low
25bf38bb-b024-411e-96e2-0166832032e1,42,9.54,5.23,middle
406ecd41-d3cc-4e5d-bd3e-b2ecf8b471fc,41,11.18,5.86,middle
1ed57859-f747-4f3b-9034-ec9a2dd1573a,50,25.95,7.96,high
e4313ada-559f-4eed-a47c-142d510aa1d4,23,2.44,1.18,low
2be06c63-cc9b-438d-bcc1-d3db19098e7c,20,1.55,3.21,low
58d83adc-56db-4169-95e7-05cbe424cdee,53,25.24,7.89,high
b32922fe-0f6a-4f69-bd7a-0bca578923a3,23,2.19,3.28,low
79fec7f9-5155-48d6-bbef-8fffeb40bee9,25,3.15,4.77,low
7165e778-2159-4a9d-8153-ed45675318d5,33,10.34,5.95,middle
c088cde1-0d85-485c-89d8-36a2012261c3,55,25.57,8.38,high
f78425b6-ea65-44fa-a24a-34f4768fee6f,60,18.99,7.42,high
7d4b422e-eabc-4bcd-9804-418a15d4a721,50,16.13,9.67,high
36e75d7a-d22d-494a-900c-f1550cb3d798,65,14.0,7.1,high
c8770ac3-5a49-4a62-84d2-8d5a628524cc,28,1.65,1.03,low
aeee0e34-14e7-4c24-854e-1a7e424e4b4e,28,2.19,3.83,low
51a1e4a2-ca3b-437d-95be-7390edfaa3d1,21,3.02,2.49,low
e837f5ef-7163-45c7-b94d-8b9bebcd3e97,55,24.33,8.85,high
d2b038e0-15f4-4320-acfd-970c06cde138,40,5.11,6.13,middle
b38eaedb-f7b0-4785-a0f4-767ca09c6a16,25,5.12,6.89,middle
aa7ee7a6-dac2-43a1-8194-758bb9e72b99,44,13.29,9.44,high
0ff901ab-f21d-46b7-b021-4204d1b1228a,48,26.7,9.73,high
8110c327-e198-4979-b72e-f62845b64e83,19,3.07,1.96,low
18e59729-33e7-4281-82f7-2f3d6125a1d0,51,17.29,8.06,high
18744481-1a26-4ddf-9610-8e971576858d,27,7.61,5.62,middle
d9baabe4-c895-4a3e-9deb-af92c3235ce5,42,29.83,7.68,high
d81836f1-d376-47a5-a790-f18ed3307864,61,27.41,8.96,high
91b70095-48cc-4295-8d6a-694b02b0b741,59,13.54,8.22,high
9f3e3a7f-0999-40eb-8e30-3609b6d4f334,42,8.33,6.55,middle
3ca7f15d-71b4-459a-ac2d-726e0a6e6785,40,14.41,9.54,high
8b1ca5d3-42ea-465d-97e1-ea140a84c66c,60,18.63,9.93,high
22a1cf14-cbe5-4d67-bbaf-a50dc709a7f8,26,4.26,1.92,low
473d3dec-2247-4e2b-9405-276250ae0c15,63,22.64,7.81,high
7fb93c2d-072c-4257-a486-098fd648773b,28,4.28,4.6,low
d9c2af47-acee-4d03-9a8e-fd1215cf9777,56,13.56,9.79,high
15088523-be6e-438d-9ff4-bff3ce33f7a2,25,11.73,6.35,middle
c5789fbd-e7e0-4f66-a906-41898eaff9c8,61,19.77,7.23,high
ea0e04ac-ccb6-4617-a305-4e51badda254,27,2.22,4.34,low
58e5e53c-9cfc-4505-a3da-0e366eea13a3,42,7.32,7.02,middle
73822d0e-db8c-4c4a-8a5a-3bd494fc1525,19,3.0,4.9,low
caa99f02-02fd-4c5a-97b3-7265bece1b33,19,2.81,4.35,low
01719eb9-b10e-4ddd-95ba-6bc8bbe8f467,44,10.38,7.82,middle
d84481f4-673c-4e10-9ab5-accfa81db8b1,35,5.21,5.09,middle
a5b861a2-7916-4a54-8a79-1a46663d1b10,40,6.6,6.21,middle
825a186f-1afa-4102-b7e4-817b3637df38,38,6.3,6.34,middle
b76a5eda-0538-4470-a694-fb0451d60d47,27,10.41,5.18,middle
8bf14265-06fb-4b93-9aad-3f721c7a7024,19,1.75,1.62,low
9e458d39-021a-4cfa-968a-f8b8ff8864d2,60,23.78,9.22,high
bfa71479-5061-46a0-892d-81fa66f9a2e7,36,5.75,4.02,middle
6d5169fa-a60f-47e4-86db-08523203cec6,39,7.52,5.08,middle
23d24e97-c39d-4e95-bbab-43d040be9f33,19,2.06,2.8,low
10bade72-4135-4a0d-9f89-b0d8c3f911b4,51,19.94,7.08,high
08c21694-33fa-40e0-9585-26cd282f25f4,42,5.65,6.39,middle
12b7e30b-db77-4b3c-9d4d-deda33ab4121,37,5.09,5.66,middle
48f22ac2-caa8-4760-968b-bcc72054cf1e,26,4.22,4.91,low
49f82b9a-787a-44ec-bae1-6409941693e8,51,15.88,8.14,high
677ae851-6f0f-49fa-8028-65c5efe313fd,22,2.4,2.97,low
472f2e7a-8cec-464d-aa44-c48c06a3d7cc,20,2.8,2.68,low
d3860499-84c9-411c-8890-f15f42349a23,27,7.53,7.78,middle
42d3e1e9-e24e-4478-951b-6c1bac2b2158,55,21.43,8.85,high
795645d9-c6d3-4aec-8330-aad25531f559,28,5.95,4.03,middle
6106c4d5-dd80-4616-a895-d067c575d5fb,35,10.89,5.52,middle
b5d49dda-977d-40e0-844b-a87b489b3d6c,39,7.34,7.26,middle
bd6b3c9e-af04-434f-b04e-60e372b36c0e,54,15.31,7.96,high
fccf3024-e558-422f-be64-ca938da5a779,41,21.14,7.53,high
cc83e04f-272c-41a9-8456-60ca03b2cf51,35,7.04,6.78,middle
7096cd8e-8bd5-4692-8b7d-2f5ca235b026,43,10.47,5.3,middle
0e51f182-3ea7-4931-81a7-616ab2b7a0f0,37,7.56,7.73,middle
e6deda51-deb5-409a-8941-90db801f008d,27,4.49,1.72,low
2bad0a73-4bc6-4f29-8b80-04a448ecd3f0,35,29.2,8.38,high
f8a82287-6546-4cc5-9722-8b72531b9e40,41,20.45,7.87,high
3644998e-d3f8-40de-b2a6-a7aab64bfd6e,37,26.92,9.39,high
19f46a59-afec-4e57-b0c8-7abe04df9d6c,40,5.97,5.21,middle
93412d32-2141-4ca8-962d-7e035cd991a9,29,10.01,7.16,middle
31626535-fdba-4922-9215-1e2a6e7a0962,25,4.47,2.92,low
957d1f43-3cc8-4eca-a95d-81b8462daf17,42,8.55,7.68,middle
5d90f9e2-5998-4370-b382-4e20b542bd93,48,22.24,9.37,high
7e6bdf34-e52a-404f-abe4-436393332f58,42,9.16,7.66,middle
e22608c1-2996-4222-a9c2-c8d5f7bc9cee,21,3.47,2.42,low
25399952-35a4-4df9-ab82-be9afb76ee1d,54,13.75,9.95,high
3163380b-a2cc-455f-825d-8665d78bda63,55,19.79,9.26,high
b5491603-b394-4b34-8b3f-393bf7963041,28,5.07,5.03,middle
cfefb0ad-106e-4bcd-99ff-c304ff7f2404,58,21.82,8.74,high
d875cf5e-7ff6-4a27-b18c-f74c87007ba7,42,20.58,8.17,high
